device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,workshop-2,medium,60
dev-002,industrial_sensor,workshop-2,high,60
dev-003,smart_meter,greenhouse-A,high,120
dev-004,network_gateway,workshop-2,high,30
dev-005,access_controller,greenhouse-A,critical,60
dev-006,industrial_sensor,greenhouse-A,high,60
dev-007,network_gateway,network-zone-A,critical,30
dev-008,industrial_sensor,greenhouse-A,high,60
dev-009,access_controller,greenhouse-A,medium,60
dev-010,access_controller,greenhouse-A,critical,60
dev-011,access_controller,workshop-2,critical,60
dev-012,network_gateway,workshop-2,critical,30
dev-013,smart_meter,greenhouse-A,high,120
dev-014,access_controller,greenhouse-A,high,60
dev-015,climate_sensor,workshop-2,medium,300
dev-016,climate_sensor,building-1,medium,300
dev-017,network_gateway,office-main,critical,30
dev-018,climate_sensor,greenhouse-A,high,300
dev-019,access_controller,network-zone-A,critical,60
dev-020,access_controller,workshop-2,critical,60
dev-021,climate_sensor,building-1,medium,300
dev-022,industrial_sensor,building-1,high,60
dev-023,smart_meter,network-zone-A,high,120
dev-024,network_gateway,greenhouse-A,high,30
dev-025,network_gateway,workshop-2,critical,30
dev-026,access_controller,office-main,high,60
dev-027,access_controller,network-zone-A,critical,60
dev-028,network_gateway,office-main,critical,30
dev-029,access_controller,workshop-2,critical,60
dev-030,climate_sensor,office-main,medium,300
dev-031,smart_meter,network-zone-A,high,120
