device_id,device_type,location,criticality,expected_interval_sec
dev-001,network_gateway,workshop-2,high,30
dev-002,network_gateway,building-1,high,30
dev-003,smart_meter,office-main,medium,120
dev-004,industrial_sensor,workshop-2,high,60
dev-005,network_gateway,building-1,critical,30
dev-006,industrial_sensor,workshop-2,high,60
dev-007,industrial_sensor,building-1,high,60
dev-008,industrial_sensor,greenhouse-A,critical,60
dev-009,industrial_sensor,greenhouse-A,medium,60
dev-010,access_controller,workshop-2,critical,60
dev-011,industrial_sensor,workshop-2,medium,60
dev-012,network_gateway,network-zone-A,critical,30
dev-013,network_gateway,workshop-2,high,30
dev-014,climate_sensor,greenhouse-A,medium,300
dev-015,smart_meter,greenhouse-A,high,120
dev-016,climate_sensor,building-1,medium,300
dev-017,smart_meter,network-zone-A,high,120
dev-018,access_controller,office-main,critical,60
dev-019,smart_meter,greenhouse-A,high,120
dev-020,smart_meter,network-zone-A,high,120
dev-021,climate_sensor,building-1,medium,300
dev-022,industrial_sensor,building-1,high,60
dev-023,access_controller,network-zone-A,critical,60
dev-024,network_gateway,workshop-2,critical,30
dev-025,smart_meter,network-zone-A,high,120
dev-026,industrial_sensor,greenhouse-A,high,60
dev-027,network_gateway,office-main,high,30
dev-028,smart_meter,workshop-2,critical,120
dev-029,climate_sensor,greenhouse-A,medium,300
dev-030,climate_sensor,workshop-2,medium,300
dev-031,access_controller,workshop-2,critical,60
