device_id,device_type,location,criticality,expected_interval_sec
dev-001,smart_meter,building-1,high,120
dev-002,industrial_sensor,office-main,high,60
dev-003,smart_meter,greenhouse-A,medium,120
dev-004,climate_sensor,workshop-2,medium,300
dev-005,climate_sensor,greenhouse-A,high,300
dev-006,access_controller,workshop-2,high,60
dev-007,climate_sensor,office-main,medium,300
dev-008,climate_sensor,workshop-2,medium,300
dev-009,climate_sensor,office-main,medium,300
dev-010,access_controller,network-zone-A,critical,60
dev-011,climate_sensor,greenhouse-A,medium,300
dev-012,smart_meter,office-main,medium,120
dev-013,climate_sensor,greenhouse-A,medium,300
dev-014,smart_meter,greenhouse-A,high,120
dev-015,industrial_sensor,workshop-2,medium,60
dev-016,smart_meter,office-main,high,120
dev-017,access_controller,building-1,critical,60
dev-018,network_gateway,office-main,critical,30
dev-019,climate_sensor,workshop-2,medium,300
dev-020,industrial_sensor,greenhouse-A,high,60
dev-021,network_gateway,greenhouse-A,critical,30
dev-022,access_controller,office-main,critical,60
dev-023,network_gateway,network-zone-A,high,30
dev-024,industrial_sensor,network-zone-A,critical,60
dev-025,access_controller,network-zone-A,medium,60
dev-026,climate_sensor,network-zone-A,medium,300
dev-027,smart_meter,network-zone-A,high,120
dev-028,industrial_sensor,greenhouse-A,high,60
dev-029,network_gateway,greenhouse-A,high,30
dev-030,industrial_sensor,network-zone-A,high,60
dev-031,smart_meter,building-1,medium,120
dev-032,smart_meter,office-main,high,120
dev-033,access_controller,greenhouse-A,medium,60
dev-034,smart_meter,office-main,high,120
dev-035,access_controller,building-1,high,60
