device_id,device_type,location,criticality,expected_interval_sec
dev-001,network_gateway,building-1,high,30
dev-002,access_controller,building-1,high,60
dev-003,climate_sensor,network-zone-A,high,300
dev-004,network_gateway,office-main,high,30
dev-005,smart_meter,office-main,critical,120
dev-006,climate_sensor,building-1,high,300
dev-007,smart_meter,greenhouse-A,high,120
dev-008,industrial_sensor,greenhouse-A,medium,60
dev-009,smart_meter,workshop-2,high,120
dev-010,climate_sensor,building-1,medium,300
dev-011,climate_sensor,network-zone-A,high,300
dev-012,access_controller,greenhouse-A,medium,60
dev-013,access_controller,building-1,critical,60
dev-014,climate_sensor,building-1,medium,300
dev-015,industrial_sensor,workshop-2,medium,60
dev-016,access_controller,building-1,critical,60
dev-017,industrial_sensor,building-1,high,60
dev-018,industrial_sensor,building-1,medium,60
dev-019,access_controller,network-zone-A,critical,60
dev-020,network_gateway,building-1,critical,30
dev-021,industrial_sensor,greenhouse-A,high,60
dev-022,smart_meter,office-main,high,120
dev-023,network_gateway,workshop-2,high,30
dev-024,climate_sensor,workshop-2,medium,300
dev-025,access_controller,network-zone-A,critical,60
dev-026,climate_sensor,building-1,medium,300
dev-027,smart_meter,office-main,critical,120
dev-028,climate_sensor,workshop-2,medium,300
dev-029,network_gateway,workshop-2,critical,30
dev-030,climate_sensor,building-1,medium,300
dev-031,smart_meter,network-zone-A,high,120
dev-032,network_gateway,office-main,critical,30
dev-033,network_gateway,network-zone-A,critical,30
dev-034,industrial_sensor,office-main,medium,60
