device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,workshop-2,high,60
dev-002,climate_sensor,network-zone-A,medium,300
dev-003,industrial_sensor,building-1,critical,60
dev-004,access_controller,workshop-2,high,60
dev-005,industrial_sensor,workshop-2,high,60
dev-006,industrial_sensor,greenhouse-A,medium,60
dev-007,industrial_sensor,workshop-2,critical,60
dev-008,access_controller,building-1,critical,60
dev-009,smart_meter,network-zone-A,critical,120
dev-010,access_controller,building-1,critical,60
dev-011,industrial_sensor,office-main,high,60
dev-012,network_gateway,greenhouse-A,critical,30
dev-013,climate_sensor,office-main,medium,300
dev-014,smart_meter,office-main,high,120
dev-015,industrial_sensor,building-1,high,60
dev-016,climate_sensor,greenhouse-A,medium,300
dev-017,climate_sensor,office-main,high,300
dev-018,climate_sensor,office-main,medium,300
dev-019,climate_sensor,office-main,high,300
dev-020,industrial_sensor,greenhouse-A,medium,60
dev-021,climate_sensor,building-1,medium,300
dev-022,access_controller,network-zone-A,high,60
dev-023,climate_sensor,network-zone-A,high,300
dev-024,climate_sensor,network-zone-A,medium,300
dev-025,network_gateway,greenhouse-A,critical,30
dev-026,network_gateway,network-zone-A,critical,30
dev-027,smart_meter,workshop-2,high,120
dev-028,access_controller,greenhouse-A,critical,60
dev-029,industrial_sensor,greenhouse-A,high,60
dev-030,climate_sensor,building-1,medium,300
dev-031,industrial_sensor,building-1,critical,60
dev-032,access_controller,workshop-2,critical,60
dev-033,access_controller,workshop-2,high,60
