device_id,device_type,location,criticality,expected_interval_sec
dev-001,access_controller,building-1,critical,60
dev-002,climate_sensor,greenhouse-A,high,300
dev-003,access_controller,greenhouse-A,critical,60
dev-004,industrial_sensor,building-1,high,60
dev-005,climate_sensor,network-zone-A,medium,300
dev-006,access_controller,office-main,critical,60
dev-007,smart_meter,network-zone-A,critical,120
dev-008,industrial_sensor,greenhouse-A,medium,60
dev-009,network_gateway,building-1,critical,30
dev-010,smart_meter,workshop-2,critical,120
dev-011,smart_meter,office-main,critical,120
dev-012,smart_meter,office-main,medium,120
dev-013,climate_sensor,office-main,high,300
dev-014,access_controller,office-main,high,60
dev-015,access_controller,building-1,critical,60
dev-016,climate_sensor,greenhouse-A,medium,300
dev-017,access_controller,office-main,high,60
dev-018,climate_sensor,workshop-2,medium,300
dev-019,network_gateway,workshop-2,critical,30
dev-020,industrial_sensor,office-main,critical,60
dev-021,access_controller,building-1,critical,60
dev-022,climate_sensor,network-zone-A,medium,300
dev-023,access_controller,building-1,critical,60
dev-024,network_gateway,network-zone-A,critical,30
dev-025,smart_meter,greenhouse-A,critical,120
dev-026,industrial_sensor,greenhouse-A,high,60
dev-027,industrial_sensor,greenhouse-A,critical,60
dev-028,smart_meter,workshop-2,high,120
dev-029,climate_sensor,greenhouse-A,high,300
dev-030,access_controller,network-zone-A,medium,60
dev-031,climate_sensor,workshop-2,medium,300
dev-032,access_controller,greenhouse-A,critical,60
dev-033,industrial_sensor,greenhouse-A,critical,60
