device_id,device_type,location,criticality,expected_interval_sec
dev-001,smart_meter,network-zone-A,critical,120
dev-002,industrial_sensor,workshop-2,high,60
dev-003,climate_sensor,greenhouse-A,medium,300
dev-004,network_gateway,building-1,critical,30
dev-005,industrial_sensor,workshop-2,high,60
dev-006,industrial_sensor,building-1,high,60
dev-007,industrial_sensor,building-1,high,60
dev-008,access_controller,network-zone-A,critical,60
dev-009,climate_sensor,office-main,medium,300
dev-010,network_gateway,greenhouse-A,high,30
dev-011,smart_meter,greenhouse-A,high,120
dev-012,climate_sensor,network-zone-A,medium,300
dev-013,climate_sensor,workshop-2,medium,300
dev-014,network_gateway,workshop-2,critical,30
dev-015,network_gateway,office-main,critical,30
dev-016,smart_meter,greenhouse-A,critical,120
dev-017,climate_sensor,network-zone-A,medium,300
dev-018,climate_sensor,workshop-2,medium,300
dev-019,access_controller,building-1,critical,60
dev-020,network_gateway,office-main,critical,30
dev-021,smart_meter,building-1,high,120
dev-022,smart_meter,greenhouse-A,critical,120
dev-023,climate_sensor,office-main,high,300
dev-024,access_controller,greenhouse-A,critical,60
dev-025,network_gateway,network-zone-A,high,30
dev-026,industrial_sensor,building-1,high,60
dev-027,smart_meter,office-main,high,120
dev-028,climate_sensor,office-main,medium,300
dev-029,access_controller,office-main,critical,60
dev-030,network_gateway,office-main,critical,30
dev-031,smart_meter,building-1,medium,120
dev-032,network_gateway,workshop-2,critical,30
dev-033,industrial_sensor,workshop-2,high,60
dev-034,network_gateway,workshop-2,critical,30
