device_id,device_type,location,criticality,expected_interval_sec
dev-001,network_gateway,office-main,high,30
dev-002,network_gateway,office-main,critical,30
dev-003,climate_sensor,office-main,medium,300
dev-004,industrial_sensor,office-main,medium,60
dev-005,smart_meter,office-main,high,120
dev-006,access_controller,network-zone-A,critical,60
dev-007,access_controller,building-1,high,60
dev-008,smart_meter,greenhouse-A,critical,120
dev-009,climate_sensor,network-zone-A,medium,300
dev-010,industrial_sensor,office-main,high,60
dev-011,climate_sensor,greenhouse-A,medium,300
dev-012,access_controller,workshop-2,high,60
dev-013,access_controller,office-main,critical,60
dev-014,smart_meter,network-zone-A,high,120
dev-015,smart_meter,building-1,medium,120
dev-016,network_gateway,office-main,critical,30
dev-017,climate_sensor,office-main,medium,300
dev-018,smart_meter,network-zone-A,high,120
dev-019,network_gateway,workshop-2,high,30
dev-020,climate_sensor,office-main,medium,300
dev-021,smart_meter,workshop-2,high,120
dev-022,industrial_sensor,greenhouse-A,high,60
dev-023,climate_sensor,greenhouse-A,medium,300
dev-024,access_controller,office-main,high,60
dev-025,climate_sensor,workshop-2,medium,300
dev-026,smart_meter,office-main,medium,120
dev-027,access_controller,greenhouse-A,critical,60
dev-028,access_controller,network-zone-A,high,60
dev-029,network_gateway,greenhouse-A,critical,30
dev-030,industrial_sensor,greenhouse-A,critical,60
dev-031,access_controller,workshop-2,critical,60
dev-032,network_gateway,greenhouse-A,high,30
dev-033,network_gateway,building-1,critical,30
dev-034,climate_sensor,network-zone-A,medium,300
dev-035,smart_meter,network-zone-A,high,120
dev-036,network_gateway,greenhouse-A,critical,30
dev-037,smart_meter,workshop-2,medium,120
dev-038,industrial_sensor,office-main,medium,60
dev-039,industrial_sensor,office-main,high,60
dev-040,access_controller,network-zone-A,high,60
dev-041,climate_sensor,greenhouse-A,high,300
dev-042,network_gateway,building-1,critical,30
