device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,office-main,medium,60
dev-002,industrial_sensor,network-zone-A,high,60
dev-003,smart_meter,building-1,critical,120
dev-004,climate_sensor,office-main,medium,300
dev-005,industrial_sensor,building-1,high,60
dev-006,climate_sensor,network-zone-A,medium,300
dev-007,industrial_sensor,greenhouse-A,high,60
dev-008,industrial_sensor,workshop-2,critical,60
dev-009,network_gateway,office-main,critical,30
dev-010,climate_sensor,network-zone-A,medium,300
dev-011,network_gateway,building-1,critical,30
dev-012,climate_sensor,office-main,high,300
dev-013,climate_sensor,office-main,medium,300
dev-014,access_controller,building-1,critical,60
dev-015,access_controller,office-main,high,60
dev-016,access_controller,greenhouse-A,high,60
dev-017,smart_meter,greenhouse-A,high,120
dev-018,climate_sensor,network-zone-A,medium,300
dev-019,smart_meter,office-main,high,120
dev-020,climate_sensor,greenhouse-A,medium,300
dev-021,smart_meter,greenhouse-A,high,120
dev-022,access_controller,building-1,critical,60
dev-023,climate_sensor,workshop-2,high,300
dev-024,smart_meter,office-main,high,120
dev-025,network_gateway,building-1,critical,30
dev-026,network_gateway,greenhouse-A,critical,30
dev-027,smart_meter,greenhouse-A,high,120
dev-028,climate_sensor,workshop-2,medium,300
dev-029,industrial_sensor,network-zone-A,critical,60
dev-030,industrial_sensor,office-main,high,60
dev-031,network_gateway,office-main,critical,30
dev-032,industrial_sensor,network-zone-A,high,60
dev-033,industrial_sensor,workshop-2,high,60
dev-034,network_gateway,workshop-2,critical,30
