device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,network-zone-A,critical,60
dev-002,access_controller,office-main,critical,60
dev-003,network_gateway,greenhouse-A,critical,30
dev-004,climate_sensor,office-main,medium,300
dev-005,smart_meter,greenhouse-A,critical,120
dev-006,climate_sensor,greenhouse-A,high,300
dev-007,network_gateway,office-main,critical,30
dev-008,industrial_sensor,building-1,high,60
dev-009,access_controller,greenhouse-A,critical,60
dev-010,climate_sensor,office-main,medium,300
dev-011,smart_meter,workshop-2,critical,120
dev-012,climate_sensor,workshop-2,medium,300
dev-013,access_controller,building-1,high,60
dev-014,industrial_sensor,greenhouse-A,critical,60
dev-015,access_controller,workshop-2,critical,60
dev-016,network_gateway,office-main,critical,30
dev-017,smart_meter,building-1,high,120
dev-018,industrial_sensor,network-zone-A,high,60
dev-019,smart_meter,network-zone-A,high,120
dev-020,network_gateway,office-main,critical,30
dev-021,network_gateway,building-1,critical,30
dev-022,network_gateway,building-1,high,30
dev-023,access_controller,office-main,high,60
dev-024,industrial_sensor,network-zone-A,high,60
dev-025,industrial_sensor,building-1,high,60
dev-026,access_controller,greenhouse-A,high,60
dev-027,network_gateway,workshop-2,critical,30
dev-028,smart_meter,network-zone-A,high,120
dev-029,network_gateway,building-1,high,30
dev-030,smart_meter,office-main,high,120
dev-031,industrial_sensor,office-main,high,60
dev-032,smart_meter,workshop-2,high,120
dev-033,smart_meter,greenhouse-A,high,120
dev-034,industrial_sensor,network-zone-A,high,60
dev-035,access_controller,network-zone-A,critical,60
dev-036,smart_meter,greenhouse-A,high,120
dev-037,access_controller,greenhouse-A,critical,60
dev-038,smart_meter,greenhouse-A,medium,120
dev-039,smart_meter,greenhouse-A,high,120
dev-040,smart_meter,greenhouse-A,critical,120
dev-041,network_gateway,office-main,critical,30
