device_id,device_type,location,criticality,expected_interval_sec
dev-001,smart_meter,workshop-2,medium,120
dev-002,network_gateway,network-zone-A,high,30
dev-003,smart_meter,office-main,high,120
dev-004,climate_sensor,workshop-2,medium,300
dev-005,industrial_sensor,greenhouse-A,high,60
dev-006,network_gateway,greenhouse-A,high,30
dev-007,industrial_sensor,greenhouse-A,medium,60
dev-008,industrial_sensor,workshop-2,critical,60
dev-009,climate_sensor,building-1,high,300
dev-010,climate_sensor,greenhouse-A,medium,300
dev-011,access_controller,workshop-2,critical,60
dev-012,access_controller,building-1,medium,60
dev-013,smart_meter,office-main,critical,120
dev-014,network_gateway,network-zone-A,critical,30
dev-015,access_controller,office-main,high,60
dev-016,smart_meter,network-zone-A,medium,120
dev-017,climate_sensor,building-1,medium,300
dev-018,climate_sensor,network-zone-A,medium,300
dev-019,network_gateway,building-1,high,30
dev-020,network_gateway,greenhouse-A,high,30
dev-021,access_controller,workshop-2,critical,60
dev-022,smart_meter,office-main,critical,120
dev-023,industrial_sensor,network-zone-A,high,60
dev-024,climate_sensor,workshop-2,high,300
dev-025,climate_sensor,building-1,medium,300
dev-026,network_gateway,office-main,high,30
dev-027,network_gateway,greenhouse-A,critical,30
dev-028,network_gateway,building-1,critical,30
dev-029,smart_meter,network-zone-A,high,120
dev-030,industrial_sensor,network-zone-A,high,60
dev-031,network_gateway,greenhouse-A,critical,30
dev-032,smart_meter,greenhouse-A,high,120
dev-033,smart_meter,network-zone-A,critical,120
dev-034,network_gateway,network-zone-A,high,30
dev-035,access_controller,network-zone-A,medium,60
dev-036,network_gateway,office-main,high,30
dev-037,climate_sensor,building-1,medium,300
dev-038,network_gateway,workshop-2,critical,30
dev-039,smart_meter,building-1,critical,120
dev-040,access_controller,office-main,medium,60
dev-041,access_controller,network-zone-A,medium,60
dev-042,access_controller,workshop-2,critical,60
dev-043,industrial_sensor,building-1,high,60
dev-044,climate_sensor,workshop-2,medium,300
dev-045,climate_sensor,building-1,medium,300
