device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,building-1,critical,60
dev-002,network_gateway,building-1,critical,30
dev-003,industrial_sensor,network-zone-A,high,60
dev-004,smart_meter,greenhouse-A,high,120
dev-005,climate_sensor,building-1,medium,300
dev-006,industrial_sensor,building-1,high,60
dev-007,industrial_sensor,network-zone-A,high,60
dev-008,access_controller,greenhouse-A,critical,60
dev-009,smart_meter,network-zone-A,high,120
dev-010,network_gateway,office-main,critical,30
dev-011,industrial_sensor,building-1,high,60
dev-012,network_gateway,office-main,critical,30
dev-013,industrial_sensor,building-1,high,60
dev-014,network_gateway,office-main,critical,30
dev-015,climate_sensor,building-1,medium,300
dev-016,smart_meter,building-1,high,120
dev-017,smart_meter,workshop-2,high,120
dev-018,network_gateway,network-zone-A,critical,30
dev-019,industrial_sensor,building-1,high,60
dev-020,access_controller,building-1,critical,60
dev-021,network_gateway,building-1,high,30
dev-022,industrial_sensor,greenhouse-A,high,60
dev-023,smart_meter,building-1,critical,120
dev-024,access_controller,network-zone-A,critical,60
dev-025,climate_sensor,building-1,medium,300
dev-026,climate_sensor,greenhouse-A,high,300
dev-027,climate_sensor,network-zone-A,medium,300
dev-028,climate_sensor,workshop-2,medium,300
dev-029,industrial_sensor,workshop-2,medium,60
dev-030,smart_meter,office-main,high,120
dev-031,climate_sensor,greenhouse-A,high,300
dev-032,smart_meter,greenhouse-A,high,120
dev-033,network_gateway,network-zone-A,critical,30
dev-034,access_controller,workshop-2,high,60
dev-035,climate_sensor,greenhouse-A,medium,300
dev-036,access_controller,building-1,critical,60
dev-037,climate_sensor,building-1,medium,300
dev-038,access_controller,office-main,high,60
dev-039,access_controller,building-1,critical,60
dev-040,network_gateway,workshop-2,critical,30
dev-041,climate_sensor,greenhouse-A,medium,300
dev-042,climate_sensor,greenhouse-A,high,300
