device_id,device_type,location,criticality,expected_interval_sec
dev-001,climate_sensor,building-1,medium,300
dev-002,network_gateway,office-main,critical,30
dev-003,network_gateway,network-zone-A,critical,30
dev-004,access_controller,workshop-2,critical,60
dev-005,climate_sensor,network-zone-A,medium,300
dev-006,climate_sensor,office-main,medium,300
dev-007,climate_sensor,network-zone-A,medium,300
dev-008,smart_meter,building-1,high,120
dev-009,network_gateway,greenhouse-A,critical,30
dev-010,access_controller,greenhouse-A,high,60
dev-011,access_controller,network-zone-A,critical,60
dev-012,climate_sensor,greenhouse-A,medium,300
dev-013,industrial_sensor,workshop-2,critical,60
dev-014,industrial_sensor,network-zone-A,medium,60
dev-015,smart_meter,building-1,critical,120
dev-016,smart_meter,office-main,medium,120
dev-017,access_controller,network-zone-A,critical,60
dev-018,network_gateway,network-zone-A,critical,30
dev-019,industrial_sensor,building-1,critical,60
dev-020,network_gateway,workshop-2,high,30
dev-021,access_controller,office-main,critical,60
dev-022,smart_meter,workshop-2,high,120
dev-023,access_controller,network-zone-A,high,60
dev-024,industrial_sensor,office-main,critical,60
dev-025,smart_meter,building-1,medium,120
dev-026,climate_sensor,network-zone-A,medium,300
dev-027,climate_sensor,office-main,high,300
dev-028,network_gateway,office-main,high,30
dev-029,climate_sensor,greenhouse-A,high,300
dev-030,smart_meter,building-1,medium,120
dev-031,climate_sensor,workshop-2,medium,300
dev-032,climate_sensor,office-main,high,300
dev-033,industrial_sensor,building-1,medium,60
dev-034,access_controller,workshop-2,high,60
