device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,office-main,high,60
dev-002,access_controller,network-zone-A,critical,60
dev-003,smart_meter,office-main,high,120
dev-004,industrial_sensor,building-1,critical,60
dev-005,access_controller,workshop-2,critical,60
dev-006,smart_meter,building-1,high,120
dev-007,access_controller,building-1,critical,60
dev-008,climate_sensor,network-zone-A,high,300
dev-009,network_gateway,workshop-2,critical,30
dev-010,network_gateway,network-zone-A,critical,30
dev-011,climate_sensor,building-1,medium,300
dev-012,smart_meter,building-1,high,120
dev-013,access_controller,network-zone-A,high,60
dev-014,smart_meter,building-1,high,120
dev-015,industrial_sensor,network-zone-A,critical,60
dev-016,network_gateway,building-1,critical,30
dev-017,industrial_sensor,network-zone-A,critical,60
dev-018,climate_sensor,building-1,medium,300
dev-019,smart_meter,building-1,high,120
dev-020,network_gateway,office-main,critical,30
dev-021,network_gateway,workshop-2,critical,30
dev-022,climate_sensor,workshop-2,medium,300
dev-023,network_gateway,office-main,critical,30
dev-024,access_controller,building-1,high,60
dev-025,industrial_sensor,workshop-2,high,60
dev-026,smart_meter,network-zone-A,high,120
dev-027,network_gateway,building-1,critical,30
dev-028,smart_meter,network-zone-A,high,120
dev-029,smart_meter,network-zone-A,high,120
dev-030,smart_meter,building-1,high,120
dev-031,access_controller,building-1,critical,60
dev-032,industrial_sensor,office-main,medium,60
dev-033,industrial_sensor,network-zone-A,high,60
dev-034,industrial_sensor,office-main,critical,60
dev-035,climate_sensor,greenhouse-A,medium,300
dev-036,industrial_sensor,building-1,high,60
dev-037,access_controller,network-zone-A,critical,60
