device_id,device_type,location,criticality,expected_interval_sec
dev-001,smart_meter,office-main,high,120
dev-002,smart_meter,building-1,high,120
dev-003,climate_sensor,workshop-2,medium,300
dev-004,access_controller,network-zone-A,high,60
dev-005,access_controller,office-main,critical,60
dev-006,industrial_sensor,office-main,critical,60
dev-007,industrial_sensor,network-zone-A,high,60
dev-008,smart_meter,workshop-2,critical,120
dev-009,network_gateway,office-main,critical,30
dev-010,access_controller,greenhouse-A,high,60
dev-011,smart_meter,office-main,high,120
dev-012,access_controller,network-zone-A,critical,60
dev-013,access_controller,building-1,critical,60
dev-014,network_gateway,building-1,critical,30
dev-015,network_gateway,network-zone-A,critical,30
dev-016,climate_sensor,office-main,high,300
dev-017,access_controller,office-main,high,60
dev-018,industrial_sensor,building-1,high,60
dev-019,access_controller,building-1,high,60
dev-020,industrial_sensor,workshop-2,high,60
dev-021,climate_sensor,building-1,medium,300
dev-022,climate_sensor,building-1,medium,300
dev-023,industrial_sensor,network-zone-A,critical,60
dev-024,industrial_sensor,workshop-2,high,60
dev-025,access_controller,greenhouse-A,high,60
dev-026,climate_sensor,office-main,medium,300
dev-027,smart_meter,workshop-2,high,120
dev-028,smart_meter,workshop-2,critical,120
dev-029,industrial_sensor,office-main,critical,60
dev-030,smart_meter,building-1,medium,120
dev-031,network_gateway,network-zone-A,critical,30
dev-032,network_gateway,network-zone-A,critical,30
dev-033,smart_meter,building-1,critical,120
dev-034,access_controller,office-main,medium,60
