device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,office-main,high,60
dev-002,industrial_sensor,building-1,high,60
dev-003,smart_meter,workshop-2,high,120
dev-004,access_controller,network-zone-A,high,60
dev-005,industrial_sensor,greenhouse-A,high,60
dev-006,climate_sensor,greenhouse-A,medium,300
dev-007,smart_meter,office-main,high,120
dev-008,industrial_sensor,building-1,medium,60
dev-009,climate_sensor,greenhouse-A,high,300
dev-010,access_controller,building-1,critical,60
dev-011,smart_meter,greenhouse-A,high,120
dev-012,access_controller,greenhouse-A,medium,60
dev-013,access_controller,building-1,high,60
dev-014,network_gateway,network-zone-A,critical,30
dev-015,smart_meter,office-main,high,120
dev-016,access_controller,greenhouse-A,critical,60
dev-017,smart_meter,building-1,medium,120
dev-018,access_controller,office-main,critical,60
dev-019,smart_meter,building-1,medium,120
dev-020,network_gateway,workshop-2,high,30
dev-021,access_controller,building-1,critical,60
dev-022,climate_sensor,workshop-2,high,300
dev-023,network_gateway,workshop-2,critical,30
dev-024,climate_sensor,workshop-2,medium,300
dev-025,climate_sensor,greenhouse-A,medium,300
dev-026,industrial_sensor,office-main,high,60
dev-027,industrial_sensor,office-main,high,60
dev-028,climate_sensor,network-zone-A,medium,300
dev-029,climate_sensor,greenhouse-A,high,300
dev-030,smart_meter,building-1,high,120
dev-031,climate_sensor,office-main,medium,300
dev-032,network_gateway,building-1,critical,30
