device_id,device_type,location,criticality,expected_interval_sec
dev-001,smart_meter,network-zone-A,critical,120
dev-002,smart_meter,workshop-2,critical,120
dev-003,industrial_sensor,office-main,high,60
dev-004,industrial_sensor,network-zone-A,critical,60
dev-005,network_gateway,greenhouse-A,critical,30
dev-006,climate_sensor,building-1,medium,300
dev-007,network_gateway,network-zone-A,high,30
dev-008,smart_meter,greenhouse-A,medium,120
dev-009,industrial_sensor,workshop-2,high,60
dev-010,access_controller,greenhouse-A,critical,60
dev-011,access_controller,greenhouse-A,high,60
dev-012,access_controller,greenhouse-A,high,60
dev-013,network_gateway,greenhouse-A,high,30
dev-014,climate_sensor,network-zone-A,medium,300
dev-015,climate_sensor,building-1,medium,300
dev-016,access_controller,network-zone-A,critical,60
dev-017,climate_sensor,workshop-2,high,300
dev-018,network_gateway,network-zone-A,high,30
dev-019,smart_meter,building-1,high,120
dev-020,climate_sensor,office-main,medium,300
dev-021,climate_sensor,workshop-2,medium,300
dev-022,network_gateway,network-zone-A,high,30
dev-023,access_controller,workshop-2,critical,60
dev-024,network_gateway,building-1,critical,30
dev-025,industrial_sensor,office-main,high,60
dev-026,access_controller,building-1,medium,60
dev-027,network_gateway,building-1,critical,30
dev-028,network_gateway,building-1,critical,30
dev-029,access_controller,greenhouse-A,critical,60
dev-030,industrial_sensor,network-zone-A,high,60
dev-031,industrial_sensor,office-main,critical,60
