device_id,device_type,location,criticality,expected_interval_sec
dev-001,smart_meter,office-main,medium,120
dev-002,smart_meter,network-zone-A,high,120
dev-003,network_gateway,building-1,critical,30
dev-004,network_gateway,greenhouse-A,critical,30
dev-005,smart_meter,office-main,critical,120
dev-006,access_controller,greenhouse-A,critical,60
dev-007,climate_sensor,workshop-2,high,300
dev-008,climate_sensor,greenhouse-A,medium,300
dev-009,network_gateway,network-zone-A,critical,30
dev-010,climate_sensor,office-main,high,300
dev-011,industrial_sensor,building-1,high,60
dev-012,industrial_sensor,workshop-2,high,60
dev-013,access_controller,office-main,critical,60
dev-014,access_controller,workshop-2,high,60
dev-015,access_controller,network-zone-A,critical,60
dev-016,industrial_sensor,office-main,high,60
dev-017,network_gateway,greenhouse-A,critical,30
dev-018,smart_meter,greenhouse-A,medium,120
dev-019,access_controller,workshop-2,critical,60
dev-020,access_controller,office-main,critical,60
dev-021,access_controller,office-main,critical,60
dev-022,industrial_sensor,greenhouse-A,high,60
dev-023,climate_sensor,workshop-2,high,300
dev-024,industrial_sensor,workshop-2,critical,60
dev-025,access_controller,greenhouse-A,high,60
dev-026,network_gateway,building-1,critical,30
dev-027,access_controller,office-main,high,60
dev-028,access_controller,building-1,high,60
dev-029,climate_sensor,building-1,medium,300
dev-030,network_gateway,greenhouse-A,critical,30
dev-031,industrial_sensor,building-1,high,60
dev-032,smart_meter,office-main,high,120
dev-033,network_gateway,workshop-2,critical,30
dev-034,access_controller,workshop-2,critical,60
dev-035,industrial_sensor,office-main,high,60
dev-036,smart_meter,network-zone-A,high,120
dev-037,access_controller,workshop-2,critical,60
dev-038,industrial_sensor,greenhouse-A,medium,60
dev-039,climate_sensor,network-zone-A,medium,300
dev-040,network_gateway,workshop-2,critical,30
dev-041,access_controller,workshop-2,critical,60
dev-042,network_gateway,greenhouse-A,high,30
dev-043,industrial_sensor,greenhouse-A,high,60
