device_id,device_type,location,criticality,expected_interval_sec
dev-001,access_controller,network-zone-A,critical,60
dev-002,smart_meter,office-main,high,120
dev-003,smart_meter,network-zone-A,high,120
dev-004,industrial_sensor,network-zone-A,high,60
dev-005,industrial_sensor,office-main,critical,60
dev-006,network_gateway,office-main,critical,30
dev-007,smart_meter,office-main,high,120
dev-008,climate_sensor,workshop-2,medium,300
dev-009,access_controller,network-zone-A,critical,60
dev-010,access_controller,office-main,critical,60
dev-011,climate_sensor,workshop-2,medium,300
dev-012,access_controller,workshop-2,critical,60
dev-013,industrial_sensor,office-main,high,60
dev-014,access_controller,greenhouse-A,critical,60
dev-015,smart_meter,workshop-2,high,120
dev-016,access_controller,building-1,critical,60
dev-017,smart_meter,workshop-2,medium,120
dev-018,climate_sensor,workshop-2,medium,300
dev-019,network_gateway,network-zone-A,critical,30
dev-020,network_gateway,greenhouse-A,critical,30
dev-021,climate_sensor,workshop-2,high,300
dev-022,climate_sensor,building-1,medium,300
dev-023,climate_sensor,network-zone-A,medium,300
dev-024,network_gateway,network-zone-A,high,30
dev-025,access_controller,network-zone-A,critical,60
dev-026,access_controller,network-zone-A,high,60
dev-027,climate_sensor,greenhouse-A,medium,300
dev-028,smart_meter,office-main,high,120
dev-029,smart_meter,office-main,high,120
dev-030,access_controller,greenhouse-A,high,60
dev-031,network_gateway,office-main,critical,30
