device_id,device_type,location,criticality,expected_interval_sec
dev-001,climate_sensor,greenhouse-A,high,300
dev-002,smart_meter,workshop-2,medium,120
dev-003,smart_meter,greenhouse-A,high,120
dev-004,access_controller,building-1,critical,60
dev-005,access_controller,office-main,high,60
dev-006,smart_meter,office-main,medium,120
dev-007,access_controller,network-zone-A,high,60
dev-008,smart_meter,workshop-2,high,120
dev-009,industrial_sensor,network-zone-A,high,60
dev-010,access_controller,building-1,critical,60
dev-011,industrial_sensor,network-zone-A,high,60
dev-012,smart_meter,network-zone-A,high,120
dev-013,climate_sensor,building-1,medium,300
dev-014,network_gateway,office-main,critical,30
dev-015,industrial_sensor,network-zone-A,critical,60
dev-016,smart_meter,building-1,high,120
dev-017,access_controller,building-1,critical,60
dev-018,climate_sensor,greenhouse-A,medium,300
dev-019,network_gateway,network-zone-A,critical,30
dev-020,access_controller,office-main,high,60
dev-021,industrial_sensor,workshop-2,high,60
dev-022,climate_sensor,network-zone-A,medium,300
dev-023,smart_meter,building-1,medium,120
dev-024,access_controller,office-main,critical,60
dev-025,network_gateway,building-1,critical,30
dev-026,access_controller,greenhouse-A,critical,60
dev-027,access_controller,greenhouse-A,critical,60
dev-028,climate_sensor,building-1,medium,300
dev-029,network_gateway,building-1,high,30
dev-030,industrial_sensor,network-zone-A,critical,60
dev-031,industrial_sensor,network-zone-A,high,60
dev-032,climate_sensor,network-zone-A,high,300
dev-033,smart_meter,greenhouse-A,high,120
dev-034,climate_sensor,greenhouse-A,medium,300
dev-035,smart_meter,office-main,critical,120
dev-036,smart_meter,network-zone-A,medium,120
dev-037,access_controller,greenhouse-A,critical,60
dev-038,access_controller,office-main,critical,60
dev-039,smart_meter,greenhouse-A,medium,120
dev-040,network_gateway,network-zone-A,high,30
dev-041,climate_sensor,office-main,high,300
