device_id,device_type,location,criticality,expected_interval_sec
dev-001,climate_sensor,building-1,high,300
dev-002,network_gateway,network-zone-A,critical,30
dev-003,access_controller,network-zone-A,medium,60
dev-004,smart_meter,workshop-2,high,120
dev-005,climate_sensor,workshop-2,medium,300
dev-006,climate_sensor,network-zone-A,medium,300
dev-007,climate_sensor,network-zone-A,medium,300
dev-008,access_controller,network-zone-A,high,60
dev-009,climate_sensor,office-main,medium,300
dev-010,network_gateway,network-zone-A,high,30
dev-011,industrial_sensor,workshop-2,high,60
dev-012,access_controller,network-zone-A,medium,60
dev-013,climate_sensor,building-1,medium,300
dev-014,network_gateway,greenhouse-A,critical,30
dev-015,access_controller,building-1,medium,60
dev-016,climate_sensor,workshop-2,medium,300
dev-017,climate_sensor,network-zone-A,medium,300
dev-018,smart_meter,office-main,critical,120
dev-019,smart_meter,network-zone-A,medium,120
dev-020,industrial_sensor,greenhouse-A,medium,60
dev-021,access_controller,workshop-2,critical,60
dev-022,climate_sensor,office-main,high,300
dev-023,smart_meter,greenhouse-A,high,120
dev-024,access_controller,workshop-2,high,60
dev-025,industrial_sensor,workshop-2,medium,60
dev-026,network_gateway,office-main,high,30
dev-027,industrial_sensor,building-1,high,60
dev-028,climate_sensor,building-1,medium,300
dev-029,climate_sensor,greenhouse-A,high,300
dev-030,network_gateway,greenhouse-A,critical,30
