device_id,device_type,location,criticality,expected_interval_sec
dev-001,industrial_sensor,building-1,high,60
dev-002,climate_sensor,building-1,high,300
dev-003,industrial_sensor,building-1,high,60
dev-004,access_controller,greenhouse-A,critical,60
dev-005,network_gateway,workshop-2,critical,30
dev-006,access_controller,network-zone-A,critical,60
dev-007,smart_meter,greenhouse-A,medium,120
dev-008,industrial_sensor,office-main,high,60
dev-009,climate_sensor,workshop-2,medium,300
dev-010,smart_meter,building-1,medium,120
dev-011,industrial_sensor,office-main,medium,60
dev-012,climate_sensor,network-zone-A,medium,300
dev-013,access_controller,network-zone-A,critical,60
dev-014,network_gateway,workshop-2,critical,30
dev-015,network_gateway,office-main,high,30
dev-016,smart_meter,building-1,high,120
dev-017,industrial_sensor,office-main,high,60
dev-018,industrial_sensor,network-zone-A,high,60
dev-019,network_gateway,workshop-2,high,30
dev-020,network_gateway,office-main,critical,30
dev-021,smart_meter,building-1,high,120
dev-022,industrial_sensor,office-main,high,60
dev-023,network_gateway,network-zone-A,critical,30
dev-024,access_controller,building-1,high,60
dev-025,access_controller,workshop-2,critical,60
dev-026,network_gateway,network-zone-A,critical,30
dev-027,industrial_sensor,network-zone-A,medium,60
dev-028,smart_meter,workshop-2,medium,120
dev-029,industrial_sensor,office-main,medium,60
dev-030,network_gateway,greenhouse-A,high,30
dev-031,climate_sensor,greenhouse-A,medium,300
dev-032,climate_sensor,office-main,high,300
dev-033,network_gateway,greenhouse-A,high,30
dev-034,access_controller,building-1,high,60
dev-035,access_controller,office-main,high,60
